Activo,Recomendación,MIN_RETURN,MAX_VOLATILITY,OPTIMAL_WEIGHTS
AAPL,Comprar 0.02 unidades,0.31038502323406714,0.23966414343516945,[0.38357287 0.41005665 0.20637049]
GOOGL,Comprar 0.03 unidades,0.31038502323406714,0.23966414343516945,[0.38357287 0.41005665 0.20637049]
MSFT,Comprar 0.01 unidades,0.31038502323406714,0.23966414343516945,[0.38357287 0.41005665 0.20637049]
